 actorId |  firstName  |   lastName   
     149 | Russell     | Temple
     150 | Jayne       | Nolte
     151 | Geoffrey    | Heston
     152 | Ben         | Harris
     153 | Minnie      | Kilmer
     154 | Meryl       | Gibson
     155 | Ian         | Tandy
     156 | Fay         | Wood
     157 | Greta       | Malden
     158 | Vivien      | Basinger
     159 | Laura       | Brody
     160 | Chris       | Depp
     161 | Harvey      | Hope
     162 | Oprah       | Kilmer
     163 | Christopher | West
     164 | Humphrey    | Willis
     165 | Al          | Garland
     166 | Nick        | Degeneres
     167 | Laurence    | Bullock
     168 | Will        | Wilson
     169 | Kenneth     | Hoffman
     170 | Mena        | Hopper
     171 | Olympia     | Pfeiffer
     172 | Groucho     | Williams
     173 | Alan        | Dreyfuss
     174 | Michael     | Bening
     175 | William     | Hackman
     176 | Jon         | Chase
     177 | Gene        | Mckellen
     178 | Lisa        | Monroe
     179 | Ed          | Guiness
     180 | Jeff        | Silverstone
     181 | Matthew     | Carrey
     182 | Debbie      | Akroyd
     183 | Russell     | Close
     184 | Humphrey    | Garland
     185 | Michael     | Bolger
     186 | Julia       | Zellweger
     187 | Renee       | Ball
     188 | Rock        | Dukakis
     189 | Cuba        | Birch
     190 | Audrey      | Bailey
     191 | Gregory     | Gooding
     192 | John        | Suvari
     193 | Burt        | Temple
     194 | Meryl       | Allen
     195 | Jayne       | Silverstone
     196 | Bela        | Walken
     197 | Reese       | West
     198 | Mary        | Keitel
     199 | Julia       | Fawcett
     200 | Thora       | Temple
(200 rows)

 actorId | firstName | lastName |           updatedAt           
---------+-----------+----------+-------------------------------
      40 | Johnny    | Cage     | 2019-12-03 04:46:39.862896+00
(1 row)

 actorId | firstName 
---------+-----------
      23 | Sandra
      45 | Reese
(2 rows)

 genreId |    name     |       updatedAt        
---------+-------------+------------------------
       1 | Action      | 2017-02-15 09:46:27+00
       2 | Animation   | 2017-02-15 09:46:27+00
       3 | Children    | 2017-02-15 09:46:27+00
       4 | Classics    | 2017-02-15 09:46:27+00
       5 | Comedy      | 2017-02-15 09:46:27+00
       6 | Documentary | 2017-02-15 09:46:27+00
       7 | Drama       | 2017-02-15 09:46:27+00
       8 | Family      | 2017-02-15 09:46:27+00
       9 | Foreign     | 2017-02-15 09:46:27+00
      10 | Games       | 2017-02-15 09:46:27+00
      11 | Horror      | 2017-02-15 09:46:27+00
      12 | Music       | 2017-02-15 09:46:27+00
      13 | New         | 2017-02-15 09:46:27+00
      14 | Sci-Fi      | 2017-02-15 09:46:27+00
      15 | Sports      | 2017-02-15 09:46:27+00
      16 | Travel      | 2017-02-15 09:46:27+00
(16 rows)

                  email                   
------------------------------------------
 BARBARA.JONES@sakilacustomer.org
 JENNIFER.DAVIS@sakilacustomer.org
 SUSAN.WILSON@sakilacustomer.org
 MARGARET.MOORE@sakilacustomer.org
 LISA.ANDERSON@sakilacustomer.org
 KAREN.JACKSON@sakilacustomer.org
 BETTY.WHITE@sakilacustomer.org
 SANDRA.MARTIN@sakilacustomer.org
 CAROL.GARCIA@sakilacustomer.org
 SHARON.ROBINSON@sakilacustomer.org
 SARAH.LEWIS@sakilacustomer.org
 KIMBERLY.LEE@sakilacustomer.org
 JESSICA.HALL@sakilacustomer.org
 SHIRLEY.ALLEN@sakilacustomer.org
 ANGELA.HERNANDEZ@sakilacustomer.org
 BRENDA.WRIGHT@sakilacustomer.org
 ANNA.HILL@sakilacustomer.org
 REBECCA.SCOTT@sakilacustomer.org
 VIRGINIA.GREEN@sakilacustomer.org
 KATHLEEN.ADAMS@sakilacustomer.org
 AMANDA.CARTER@sakilacustomer.org
 CAROLYN.PEREZ@sakilacustomer.org
 CHRISTINE.ROBERTS@sakilacustomer.org
 CATHERINE.CAMPBELL@sakilacustomer.org
 JOYCE.EDWARDS@sakilacustomer.org
 DORIS.REED@sakilacustomer.org
 EVELYN.MORGAN@sakilacustomer.org
 KATHERINE.RIVERA@sakilacustomer.org
 JUDITH.COX@sakilacustomer.org
 ROSE.HOWARD@sakilacustomer.org
 JANICE.WARD@sakilacustomer.org
 JUDY.GRAY@sakilacustomer.org
 CHRISTINA.RAMIREZ@sakilacustomer.org
 THERESA.WATSON@sakilacustomer.org
 BEVERLY.BROOKS@sakilacustomer.org
 TAMMY.SANDERS@sakilacustomer.org
 IRENE.PRICE@sakilacustomer.org
 JANE.BENNETT@sakilacustomer.org
 SARA.PERRY@sakilacustomer.org
 ANNE.POWELL@sakilacustomer.org
 JACQUELINE.LONG@sakilacustomer.org
 BONNIE.HUGHES@sakilacustomer.org
 RUBY.WASHINGTON@sakilacustomer.org
 LOIS.BUTLER@sakilacustomer.org
 TINA.SIMMONS@sakilacustomer.org
 PAULA.BRYANT@sakilacustomer.org
 ANNIE.RUSSELL@sakilacustomer.org
 EMILY.DIAZ@sakilacustomer.org
 EDNA.WEST@sakilacustomer.org
 TIFFANY.JORDAN@sakilacustomer.org
 ROSA.REYNOLDS@sakilacustomer.org
 CINDY.FISHER@sakilacustomer.org
 GRACE.ELLIS@sakilacustomer.org
 SYLVIA.ORTIZ@sakilacustomer.org
 SHANNON.FREEMAN@sakilacustomer.org
 ELAINE.STEVENS@sakilacustomer.org
 MONICA.HICKS@sakilacustomer.org
 ESTHER.CRAWFORD@sakilacustomer.org
 JUANITA.MASON@sakilacustomer.org
 ANITA.MORALES@sakilacustomer.org
 RHONDA.KENNEDY@sakilacustomer.org
 JOANNE.ROBERTSON@sakilacustomer.org
 DANIELLE.DANIELS@sakilacustomer.org
 MEGAN.PALMER@sakilacustomer.org
 SUZANNE.NICHOLS@sakilacustomer.org
 MICHELE.GRANT@sakilacustomer.org
 ERIN.DUNN@sakilacustomer.org
 HEIDI.LARSON@sakilacustomer.org
 LAUREN.HUDSON@sakilacustomer.org
 JOANN.GARDNER@sakilacustomer.org
 LORRAINE.STEPHENS@sakilacustomer.org
 SALLY.PIERCE@sakilacustomer.org
 ERICA.MATTHEWS@sakilacustomer.org
 DOLORES.WAGNER@sakilacustomer.org
 YVONNE.WATKINS@sakilacustomer.org
 SAMANTHA.DUNCAN@sakilacustomer.org
 MARION.SNYDER@sakilacustomer.org
 STACY.CUNNINGHAM@sakilacustomer.org
 ANA.BRADLEY@sakilacustomer.org
 IDA.ANDREWS@sakilacustomer.org
 HOLLY.FOX@sakilacustomer.org
 BRITTANY.RILEY@sakilacustomer.org
 YOLANDA.WEAVER@sakilacustomer.org
 KATIE.ELLIOTT@sakilacustomer.org
 KRISTEN.CHAVEZ@sakilacustomer.org
 SUE.PETERS@sakilacustomer.org
 ELSIE.KELLEY@sakilacustomer.org
 BETH.FRANKLIN@sakilacustomer.org
 JEANNE.LAWSON@sakilacustomer.org
 CARLA.GUTIERREZ@sakilacustomer.org
 EILEEN.CARR@sakilacustomer.org
 TONYA.CHAPMAN@sakilacustomer.org
 ELLA.OLIVER@sakilacustomer.org
 WILMA.RICHARDS@sakilacustomer.org
 JESSIE.BANKS@sakilacustomer.org
 AGNES.BISHOP@sakilacustomer.org
 WILLIE.HOWELL@sakilacustomer.org
 CHARLENE.ALVAREZ@sakilacustomer.org
 DELORES.HANSEN@sakilacustomer.org
 PEARL.GARZA@sakilacustomer.org
 MAUREEN.LITTLE@sakilacustomer.org
 ALLISON.STANLEY@sakilacustomer.org
 JOY.GEORGE@sakilacustomer.org
 CONSTANCE.REID@sakilacustomer.org
 LILLIE.KIM@sakilacustomer.org
 MINNIE.ROMERO@sakilacustomer.org
 VIOLA.HANSON@sakilacustomer.org
 DORA.MEDINA@sakilacustomer.org
 JO.FOWLER@sakilacustomer.org
 VICKIE.BREWER@sakilacustomer.org
 MATTIE.HOFFMAN@sakilacustomer.org
 MAXINE.SILVA@sakilacustomer.org
 IRMA.PEARSON@sakilacustomer.org
 MABEL.HOLLAND@sakilacustomer.org
 MARSHA.DOUGLAS@sakilacustomer.org
 LENA.JENSEN@sakilacustomer.org
 PATSY.DAVIDSON@sakilacustomer.org
 JENNIE.TERRY@sakilacustomer.org
 NORA.HERRERA@sakilacustomer.org
 PRISCILLA.LOWE@sakilacustomer.org
 CAROLE.BARNETT@sakilacustomer.org
 OLGA.JIMENEZ@sakilacustomer.org
 BILLIE.HORTON@sakilacustomer.org
 DIANNE.SHELTON@sakilacustomer.org
 TRACEY.BARRETT@sakilacustomer.org
 LEONA.OBRIEN@sakilacustomer.org
 JENNY.CASTRO@sakilacustomer.org
 BECKY.MILES@sakilacustomer.org
 MISTY.LAMBERT@sakilacustomer.org
 MAE.FLETCHER@sakilacustomer.org
 SHELLY.WATTS@sakilacustomer.org
 RAMONA.HALE@sakilacustomer.org
 JAMES.GANNON@sakilacustomer.org
 ROBERT.BAUGHMAN@sakilacustomer.org
 WILLIAM.SATTERFIELD@sakilacustomer.org
 DAVID.ROYAL@sakilacustomer.org
 JOSEPH.JOY@sakilacustomer.org
 DANIEL.CABRAL@sakilacustomer.org
 PAUL.TROUT@sakilacustomer.org
 MARK.RINEHART@sakilacustomer.org
 DONALD.MAHON@sakilacustomer.org
 KENNETH.GOODEN@sakilacustomer.org
 EDWARD.BAUGH@sakilacustomer.org
 RONALD.WEINER@sakilacustomer.org
 ANTHONY.SCHWAB@sakilacustomer.org
 MATTHEW.MAHAN@sakilacustomer.org
 GARY.COY@sakilacustomer.org
 LARRY.THRASHER@sakilacustomer.org
 JEFFREY.SPEAR@sakilacustomer.org
 FRANK.WAGGONER@sakilacustomer.org
 ANDREW.PURDY@sakilacustomer.org
 RAYMOND.MCWHORTER@sakilacustomer.org
 WALTER.PERRYMAN@sakilacustomer.org
 RYAN.SALISBURY@sakilacustomer.org
 ROGER.QUINTANILLA@sakilacustomer.org
 JOE.GILLILAND@sakilacustomer.org
 JUSTIN.NGO@sakilacustomer.org
 TERRY.GRISSOM@sakilacustomer.org
 GERALD.FULTZ@sakilacustomer.org
 SAMUEL.MARLOW@sakilacustomer.org
 WILLIE.MARKHAM@sakilacustomer.org
 RALPH.MADRIGAL@sakilacustomer.org
 LAWRENCE.LAWTON@sakilacustomer.org
 ROY.WHITING@sakilacustomer.org
 BRUCE.SCHWARZ@sakilacustomer.org
 FRED.WHEAT@sakilacustomer.org
 WAYNE.TRUONG@sakilacustomer.org
 STEVE.MACKENZIE@sakilacustomer.org
 JEREMY.HURTADO@sakilacustomer.org
 AARON.SELBY@sakilacustomer.org
 BOBBY.BOUDREAU@sakilacustomer.org
 VICTOR.BARKLEY@sakilacustomer.org
 ERNEST.STEPP@sakilacustomer.org
 JESSE.SCHILLING@sakilacustomer.org
 CRAIG.MORRELL@sakilacustomer.org
 SEAN.DOUGLASS@sakilacustomer.org
 CHRIS.BROTHERS@sakilacustomer.org
 JOHNNY.TURPIN@sakilacustomer.org
 BRYAN.HARDISON@sakilacustomer.org
 TONY.CARRANZA@sakilacustomer.org
 STANLEY.SCROGGINS@sakilacustomer.org
 RODNEY.MOELLER@sakilacustomer.org
 CURTIS.IRBY@sakilacustomer.org
 ALLEN.BUTTERFIELD@sakilacustomer.org
 MARVIN.YEE@sakilacustomer.org
 JEFFERY.PINSON@sakilacustomer.org
 JEFF.EAST@sakilacustomer.org
 ALFRED.CASILLAS@sakilacustomer.org
 KYLE.SPURLOCK@sakilacustomer.org
 FRANCIS.SIKES@sakilacustomer.org
 JESUS.MCCARTNEY@sakilacustomer.org
 HERBERT.KRUGER@sakilacustomer.org
 FREDERICK.ISBELL@sakilacustomer.org
 JOEL.FRANCISCO@sakilacustomer.org
 RICKY.SHELBY@sakilacustomer.org
 RANDALL.NEUMANN@sakilacustomer.org
 ALEXANDER.FENNELL@sakilacustomer.org
 FRANCISCO.SKIDMORE@sakilacustomer.org
 MARCUS.HIDALGO@sakilacustomer.org
 THEODORE.CULP@sakilacustomer.org
 OSCAR.AQUINO@sakilacustomer.org
 ALEX.GRESHAM@sakilacustomer.org
 JON.WILES@sakilacustomer.org
 RONNIE.RICKETTS@sakilacustomer.org
 BILL.GAVIN@sakilacustomer.org
 WARREN.SHERROD@sakilacustomer.org
 DARRELL.POWER@sakilacustomer.org
 ALVIN.DELOACH@sakilacustomer.org
 WESLEY.BULL@sakilacustomer.org
 JORGE.OLIVARES@sakilacustomer.org
 DUSTIN.GILLETTE@sakilacustomer.org
 PEDRO.CHESTNUT@sakilacustomer.org
 VERNON.CHAPA@sakilacustomer.org
 HECTOR.POINDEXTER@sakilacustomer.org
 SHANE.MILLARD@sakilacustomer.org
 RICK.MATTOX@sakilacustomer.org
 LESTER.KRAUS@sakilacustomer.org
 RAMON.CHOATE@sakilacustomer.org
 CHARLIE.BESS@sakilacustomer.org
 TYLER.WREN@sakilacustomer.org
 GILBERT.SLEDGE@sakilacustomer.org
 MARC.OUTLAW@sakilacustomer.org
 LESLIE.SEWARD@sakilacustomer.org
 EDGAR.RHOADS@sakilacustomer.org
 MILTON.HOWLAND@sakilacustomer.org
 BEN.EASTER@sakilacustomer.org
 DUANE.TUBBS@sakilacustomer.org
 FRANKLIN.TROUTMAN@sakilacustomer.org
 ELMER.NOE@sakilacustomer.org
 BRAD.MCCURDY@sakilacustomer.org
 RON.DELUCA@sakilacustomer.org
 MITCHELL.WESTMORELAND@sakilacustomer.org
 ROLAND.SOUTH@sakilacustomer.org
 ARNOLD.HAVENS@sakilacustomer.org
 ADRIAN.CLARY@sakilacustomer.org
 KARL.SEAL@sakilacustomer.org
 ERIK.GUILLEN@sakilacustomer.org
 DARRYL.ASHCRAFT@sakilacustomer.org
 JAMIE.WAUGH@sakilacustomer.org
 NEIL.RENNER@sakilacustomer.org
 FERNANDO.CHURCHILL@sakilacustomer.org
 CLINTON.BUFORD@sakilacustomer.org
 TED.BREAUX@sakilacustomer.org
 DARREN.WINDHAM@sakilacustomer.org
 LONNIE.TIRADO@sakilacustomer.org
 CODY.NOLEN@sakilacustomer.org
 JULIO.NOLAND@sakilacustomer.org
 GUY.BROWNLEE@sakilacustomer.org
 CLAYTON.BARBEE@sakilacustomer.org
 HUGH.WALDROP@sakilacustomer.org
 ARMANDO.GRUBER@sakilacustomer.org
 EVERETT.BANDA@sakilacustomer.org
 IAN.STILL@sakilacustomer.org
 KEN.PREWITT@sakilacustomer.org
 BOB.PFEIFFER@sakilacustomer.org
 JAIME.NETTLES@sakilacustomer.org
 ALFREDO.MCADAMS@sakilacustomer.org
 ALBERTO.HENNING@sakilacustomer.org
 DAVE.GARDINER@sakilacustomer.org
 IVAN.CROMWELL@sakilacustomer.org
 JOHNNIE.CHISHOLM@sakilacustomer.org
 JULIAN.VEST@sakilacustomer.org
 ISAAC.OGLESBY@sakilacustomer.org
 MORRIS.MCCARTER@sakilacustomer.org
 CLIFTON.MALCOLM@sakilacustomer.org
 WILLARD.LUMPKIN@sakilacustomer.org
 DARYL.LARUE@sakilacustomer.org
 ANDY.VANHORN@sakilacustomer.org
 SALVADOR.TEEL@sakilacustomer.org
 SETH.HANNON@sakilacustomer.org
 RENE.MCALISTER@sakilacustomer.org
 AUSTIN.CINTRON@sakilacustomer.org
(272 rows)

       title       |                                                      description                                                      | releaseYear 
-------------------+-----------------------------------------------------------------------------------------------------------------------+-------------
 Chamber Italian   | A Fateful Reflection of a Moose And a Husband who must Overcome a Monkey in Nigeria                                   |        2006
 Grosse Wonderful  | A Epic Drama of a Cat And a Explorer who must Redeem a Moose in Australia                                             |        2006
 Airport Pollock   | A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India                                         |        2006
 Bright Encounters | A Fateful Yarn of a Lumberjack And a Feminist who must Conquer a Student in A Jet Boat                                |        2006
 Academy Dinosaur  | A Epic Drama of a Feminist And a Mad Scientist who must Battle a Teacher in The Canadian Rockies                      |        2006
 Ace Goldfinger    | A Astounding Epistle of a Database Administrator And a Explorer who must Find a Car in Ancient China                  |        2006
 Adaptation Holes  | A Astounding Reflection of a Lumberjack And a Car who must Sink a Lumberjack in A Baloon Factory                      |        2006
 Affair Prejudice  | A Fanciful Documentary of a Frisbee And a Lumberjack who must Chase a Monkey in A Shark Tank                          |        2006
 African Egg       | A Fast-Paced Documentary of a Pastry Chef And a Dentist who must Pursue a Forensic Psychologist in The Gulf of Mexico |        2006
 Agent Truman      | A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China                             |        2006
 Airplane Sierra   | A Touching Saga of a Hunter And a Butler who must Discover a Butler in A Jet Boat                                     |        2006
 Alabama Devil     | A Thoughtful Panorama of a Database Administrator And a Mad Scientist who must Outgun a Mad Scientist in A Jet Boat   |        2006
 Aladdin Calendar  | A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China                             |        2006
 Alamo Videotape   | A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention                             |        2006
 Alaska Phantom    | A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia                                    |        2006
 Date Speed        | A Touching Saga of a Composer And a Moose who must Discover a Dentist in A MySQL Convention                           |        2006
 Ali Forever       | A Action-Packed Drama of a Dentist And a Crocodile who must Battle a Feminist in The Canadian Rockies                 |        2006
 Alice Fantasia    | A Emotional Drama of a A Shark And a Database Administrator who must Vanquish a Pioneer in Soviet Georgia             |        2006
 Alien Center      | A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention                       |        2006
 Alley Evolution   | A Fast-Paced Drama of a Robot And a Composer who must Battle a Astronaut in New Orleans                               |        2006
(20 rows)

 filmId |          title          |                                                            description                                                             | length 
--------+-------------------------+------------------------------------------------------------------------------------------------------------------------------------+--------
    384 | Grosse Wonderful        | A Epic Drama of a Cat And a Explorer who must Redeem a Moose in Australia                                                          |     49
      8 | Airport Pollock         | A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India                                                      |     54
    213 | Date Speed              | A Touching Saga of a Composer And a Moose who must Discover a Dentist in A MySQL Convention                                        |    104
     17 | Alone Trip              | A Fast-Paced Character Study of a Composer And a Dog who must Outgun a Boat in An Abandoned Fun House                              |     82
     20 | Amelie Hellfighters     | A Boring Drama of a Woman And a Squirrel who must Conquer a Student in A Baloon                                                    |     79
     21 | American Circus         | A Insightful Drama of a Girl And a Astronaut who must Face a Database Administrator in A Shark Tank                                |    129
     23 | Anaconda Confessions    | A Lacklusture Display of a Dentist And a Dentist who must Fight a Girl in Australia                                                |     92
     24 | Analyze Hoosiers        | A Thoughtful Display of a Explorer And a Pastry Chef who must Overcome a Feminist in The Sahara Desert                             |    181
     30 | Anything Savannah       | A Epic Story of a Pastry Chef And a Woman who must Chase a Feminist in An Abandoned Fun House                                      |     82
     32 | Apocalypse Flamingos    | A Astounding Story of a Dog And a Squirrel who must Defeat a Woman in An Abandoned Amusement Park                                  |    119
     40 | Army Flintstones        | A Boring Saga of a Database Administrator And a Womanizer who must Battle a Waitress in Nigeria                                    |    148
     49 | Badman Dawn             | A Emotional Panorama of a Pioneer And a Composer who must Escape a Mad Scientist in A Jet Boat                                     |    162
     54 | Banger Pinocchio        | A Awe-Inspiring Drama of a Car And a Pastry Chef who must Chase a Crocodile in The First Manned Space Station                      |    113
     59 | Bear Graceland          | A Astounding Saga of a Dog And a Boy who must Kill a Teacher in The First Manned Space Station                                     |    160
     60 | Beast Hunchback         | A Awe-Inspiring Epistle of a Student And a Squirrel who must Defeat a Boy in Ancient China                                         |     89
     69 | Beverly Outlaw          | A Fanciful Documentary of a Womanizer And a Boat who must Defeat a Madman in The First Manned Space Station                        |     85
     86 | Boogie Amelie           | A Lacklusture Character Study of a Husband And a Sumo Wrestler who must Succumb a Technical Writer in The Gulf of Mexico           |    121
     90 | Boulevard Mob           | A Fateful Epistle of a Moose And a Monkey who must Confront a Lumberjack in Ancient China                                          |     63
    100 | Brooklyn Desert         | A Beautiful Drama of a Dentist And a Composer who must Battle a Sumo Wrestler in The First Manned Space Station                    |    161
    101 | Brotherhood Blanket     | A Fateful Character Study of a Butler And a Technical Writer who must Sink a Astronaut in Ancient Japan                            |     73
    102 | Bubble Grosse           | A Awe-Inspiring Panorama of a Crocodile And a Moose who must Confront a Girl in A Baloon                                           |     60
    115 | Campus Remember         | A Astounding Drama of a Crocodile And a Mad Cow who must Build a Robot in A Jet Boat                                               |    167
    116 | Candidate Perdition     | A Brilliant Epistle of a Composer And a Database Administrator who must Vanquish a Mad Scientist in The First Manned Space Station |     70
    118 | Canyon Stock            | A Thoughtful Reflection of a Waitress And a Feminist who must Escape a Squirrel in A Manhattan Penthouse                           |     85
    129 | Cause Date              | A Taut Tale of a Explorer And a Pastry Chef who must Conquer a Hunter in A MySQL Convention                                        |    179
    135 | Chance Resurrection     | A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China               |     70
    138 | Chariots Conspiracy     | A Unbelieveable Epistle of a Robot And a Husband who must Chase a Robot in The First Manned Space Station                          |     71
    148 | Chocolate Duck          | A Unbelieveable Story of a Mad Scientist And a Technical Writer who must Discover a Composer in Ancient China                      |    132
    158 | Clones Pinocchio        | A Amazing Drama of a Car And a Robot who must Pursue a Dentist in New Orleans                                                      |    124
    159 | Closer Bang             | A Unbelieveable Panorama of a Frisbee And a Hunter who must Vanquish a Monkey in Ancient India                                     |     58
    162 | Clueless Bucket         | A Taut Tale of a Car And a Pioneer who must Conquer a Sumo Wrestler in An Abandoned Fun House                                      |     95
    168 | Comancheros Enemy       | A Boring Saga of a Lumberjack And a Monkey who must Find a Monkey in The Gulf of Mexico                                            |     67
    171 | Commandments Express    | A Fanciful Saga of a Student And a Mad Scientist who must Battle a Hunter in An Abandoned Mine Shaft                               |     59
    177 | Connecticut Tramp       | A Unbelieveable Drama of a Crocodile And a Mad Cow who must Reach a Dentist in A Shark Tank                                        |    172
    183 | Conversation Downhill   | A Taut Character Study of a Husband And a Waitress who must Sink a Squirrel in A MySQL Convention                                  |    112
    192 | Crossing Divorce        | A Beautiful Documentary of a Dog And a Robot who must Redeem a Womanizer in Berlin                                                 |     50
    195 | Crowds Telemark         | A Intrepid Documentary of a Astronaut And a Forensic Psychologist who must Find a Frisbee in An Abandoned Fun House                |    112
    197 | Crusade Honey           | A Fast-Paced Reflection of a Explorer And a Butler who must Battle a Madman in An Abandoned Amusement Park                         |    112
    199 | Cupboard Sinners        | A Emotional Reflection of a Frisbee And a Boat who must Reach a Pastry Chef in An Abandoned Amusement Park                         |     56
    221 | Deliverance Mulholland  | A Astounding Saga of a Monkey And a Moose who must Conquer a Butler in A Shark Tank                                                |    100
    222 | Desert Poseidon         | A Brilliant Documentary of a Butler And a Frisbee who must Build a Astronaut in New Orleans                                        |     64
    227 | Details Packer          | A Epic Saga of a Waitress And a Composer who must Face a Boat in A U-Boat                                                          |     88
    229 | Devil Desire            | A Beautiful Reflection of a Monkey And a Dentist who must Face a Database Administrator in Ancient Japan                           |     87
    231 | Dinosaur Secretary      | A Action-Packed Drama of a Feminist And a Girl who must Reach a Robot in The Canadian Rockies                                      |     63
    234 | Disturbing Scarface     | A Lacklusture Display of a Crocodile And a Butler who must Overcome a Monkey in A U-Boat                                           |     94
    236 | Divine Resurrection     | A Boring Character Study of a Man And a Womanizer who must Succumb a Teacher in An Abandoned Amusement Park                        |    100
    242 | Doom Dancing            | A Astounding Panorama of a Car And a Mad Scientist who must Battle a Lumberjack in A MySQL Convention                              |     68
    245 | Double Wrath            | A Thoughtful Yarn of a Womanizer And a Dog who must Challenge a Madman in The Gulf of Mexico                                       |    177
    246 | Doubtfire Labyrinth     | A Intrepid Panorama of a Butler And a Composer who must Meet a Mad Cow in The Sahara Desert                                        |    154
